"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"03/26/2011","AQS","360610119","3","4.4","ug/m3 LC","18","MANHATTANVILLE POST OFFICE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81133","-73.95321"
"03/27/2011","AQS","360610119","3","3.3","ug/m3 LC","14","MANHATTANVILLE POST OFFICE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81133","-73.95321"
"03/28/2011","AQS","360610119","3","3.7","ug/m3 LC","15","MANHATTANVILLE POST OFFICE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81133","-73.95321"
"03/29/2011","AQS","360610119","3","4.7","ug/m3 LC","20","MANHATTANVILLE POST OFFICE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81133","-73.95321"
"03/30/2011","AQS","360610119","3","6.1","ug/m3 LC","25","MANHATTANVILLE POST OFFICE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81133","-73.95321"
"03/31/2011","AQS","360610119","3","4.5","ug/m3 LC","19","MANHATTANVILLE POST OFFICE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81133","-73.95321"
"04/01/2011","AQS","360610119","3","3.8","ug/m3 LC","16","MANHATTANVILLE POST OFFICE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81133","-73.95321"
"04/02/2011","AQS","360610119","3","6.5","ug/m3 LC","27","MANHATTANVILLE POST OFFICE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81133","-73.95321"
"04/03/2011","AQS","360610119","3","7.1","ug/m3 LC","30","MANHATTANVILLE POST OFFICE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81133","-73.95321"
"04/04/2011","AQS","360610119","3","13.6","ug/m3 LC","54","MANHATTANVILLE POST OFFICE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81133","-73.95321"
"04/05/2011","AQS","360610119","3","9","ug/m3 LC","38","MANHATTANVILLE POST OFFICE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81133","-73.95321"
"04/06/2011","AQS","360610119","3","7.2","ug/m3 LC","30","MANHATTANVILLE POST OFFICE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81133","-73.95321"
"04/07/2011","AQS","360610119","3","11.2","ug/m3 LC","47","MANHATTANVILLE POST OFFICE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81133","-73.95321"
"04/08/2011","AQS","360610119","3","14.8","ug/m3 LC","57","MANHATTANVILLE POST OFFICE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81133","-73.95321"
"04/09/2011","AQS","360610119","3","14.1","ug/m3 LC","55","MANHATTANVILLE POST OFFICE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81133","-73.95321"
"04/10/2011","AQS","360610119","3","11.3","ug/m3 LC","47","MANHATTANVILLE POST OFFICE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81133","-73.95321"
"04/11/2011","AQS","360610119","3","18.3","ug/m3 LC","64","MANHATTANVILLE POST OFFICE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81133","-73.95321"
