Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Shenyang,PM2.5,1/2/2016 22:00,2016,1,2,22,132,g/m,1 Hr,Valid
Shenyang,PM2.5,1/2/2016 23:00,2016,1,2,23,142,g/m,1 Hr,Valid
Shenyang,PM2.5,1/3/2016 0:00,2016,1,3,0,135,g/m,1 Hr,Valid
Shenyang,PM2.5,1/3/2016 1:00,2016,1,3,1,114,g/m,1 Hr,Valid
Shenyang,PM2.5,1/3/2016 2:00,2016,1,3,2,112,g/m,1 Hr,Valid
Shenyang,PM2.5,1/3/2016 3:00,2016,1,3,3,113,g/m,1 Hr,Valid
Shenyang,PM2.5,1/3/2016 4:00,2016,1,3,4,114,g/m,1 Hr,Valid
Shenyang,PM2.5,1/3/2016 5:00,2016,1,3,5,119,g/m,1 Hr,Valid
Shenyang,PM2.5,1/3/2016 6:00,2016,1,3,6,112,g/m,1 Hr,Valid
Shenyang,PM2.5,1/3/2016 7:00,2016,1,3,7,112,g/m,1 Hr,Valid
Shenyang,PM2.5,1/3/2016 8:00,2016,1,3,8,107,g/m,1 Hr,Valid
Shenyang,PM2.5,1/3/2016 9:00,2016,1,3,9,95,g/m,1 Hr,Valid
Shenyang,PM2.5,1/3/2016 10:00,2016,1,3,10,119,g/m,1 Hr,Valid
Shenyang,PM2.5,1/3/2016 11:00,2016,1,3,11,102,g/m,1 Hr,Valid
Shenyang,PM2.5,1/3/2016 12:00,2016,1,3,12,130,g/m,1 Hr,Valid
Shenyang,PM2.5,1/3/2016 13:00,2016,1,3,13,63,g/m,1 Hr,Valid
Shenyang,PM2.5,1/3/2016 14:00,2016,1,3,14,60,g/m,1 Hr,Valid
Shenyang,PM2.5,1/3/2016 15:00,2016,1,3,15,62,g/m,1 Hr,Valid
Shenyang,PM2.5,1/3/2016 16:00,2016,1,3,16,64,g/m,1 Hr,Valid
Shenyang,PM2.5,1/3/2016 17:00,2016,1,3,17,74,g/m,1 Hr,Valid
Shenyang,PM2.5,1/3/2016 18:00,2016,1,3,18,90,g/m,1 Hr,Valid
Shenyang,PM2.5,1/3/2016 19:00,2016,1,3,19,89,g/m,1 Hr,Valid
Shenyang,PM2.5,1/3/2016 20:00,2016,1,3,20,79,g/m,1 Hr,Valid
Shenyang,PM2.5,1/3/2016 21:00,2016,1,3,21,83,g/m,1 Hr,Valid
Shenyang,PM2.5,1/3/2016 22:00,2016,1,3,22,81,g/m,1 Hr,Valid
Shenyang,PM2.5,1/3/2016 23:00,2016,1,3,23,99,g/m,1 Hr,Valid
Shenyang,PM2.5,1/4/2016 0:00,2016,1,4,0,76,g/m,1 Hr,Valid
Shenyang,PM2.5,1/4/2016 1:00,2016,1,4,1,71,g/m,1 Hr,Valid
Shenyang,PM2.5,1/4/2016 2:00,2016,1,4,2,130,g/m,1 Hr,Valid
Shenyang,PM2.5,1/4/2016 3:00,2016,1,4,3,83,g/m,1 Hr,Valid
Shenyang,PM2.5,1/4/2016 4:00,2016,1,4,4,55,g/m,1 Hr,Valid
Shenyang,PM2.5,1/4/2016 5:00,2016,1,4,5,56,g/m,1 Hr,Valid
Shenyang,PM2.5,1/4/2016 6:00,2016,1,4,6,58,g/m,1 Hr,Valid
Shenyang,PM2.5,1/4/2016 7:00,2016,1,4,7,59,g/m,1 Hr,Valid
Shenyang,PM2.5,1/4/2016 8:00,2016,1,4,8,85,g/m,1 Hr,Valid
Shenyang,PM2.5,1/4/2016 9:00,2016,1,4,9,79,g/m,1 Hr,Valid
Shenyang,PM2.5,1/4/2016 10:00,2016,1,4,10,77,g/m,1 Hr,Valid
Shenyang,PM2.5,1/4/2016 11:00,2016,1,4,11,89,g/m,1 Hr,Valid
Shenyang,PM2.5,1/4/2016 12:00,2016,1,4,12,58,g/m,1 Hr,Valid
Shenyang,PM2.5,1/4/2016 13:00,2016,1,4,13,56,g/m,1 Hr,Valid
Shenyang,PM2.5,1/4/2016 14:00,2016,1,4,14,31,g/m,1 Hr,Valid
Shenyang,PM2.5,1/4/2016 15:00,2016,1,4,15,22,g/m,1 Hr,Valid
Shenyang,PM2.5,1/4/2016 16:00,2016,1,4,16,25,g/m,1 Hr,Valid
Shenyang,PM2.5,1/4/2016 17:00,2016,1,4,17,27,g/m,1 Hr,Valid
Shenyang,PM2.5,1/4/2016 18:00,2016,1,4,18,33,g/m,1 Hr,Valid
Shenyang,PM2.5,1/4/2016 19:00,2016,1,4,19,42,g/m,1 Hr,Valid
Shenyang,PM2.5,1/4/2016 20:00,2016,1,4,20,37,g/m,1 Hr,Valid
Shenyang,PM2.5,1/4/2016 21:00,2016,1,4,21,50,g/m,1 Hr,Valid
Shenyang,PM2.5,1/4/2016 22:00,2016,1,4,22,55,g/m,1 Hr,Valid
Shenyang,PM2.5,1/4/2016 23:00,2016,1,4,23,62,g/m,1 Hr,Valid
Shenyang,PM2.5,1/5/2016 0:00,2016,1,5,0,53,g/m,1 Hr,Valid
Shenyang,PM2.5,1/5/2016 1:00,2016,1,5,1,40,g/m,1 Hr,Valid
Shenyang,PM2.5,1/5/2016 2:00,2016,1,5,2,42,g/m,1 Hr,Valid
Shenyang,PM2.5,1/5/2016 3:00,2016,1,5,3,32,g/m,1 Hr,Valid
Shenyang,PM2.5,1/5/2016 4:00,2016,1,5,4,25,g/m,1 Hr,Valid
Shenyang,PM2.5,1/5/2016 5:00,2016,1,5,5,31,g/m,1 Hr,Valid
Shenyang,PM2.5,1/5/2016 6:00,2016,1,5,6,26,g/m,1 Hr,Valid
Shenyang,PM2.5,1/5/2016 7:00,2016,1,5,7,32,g/m,1 Hr,Valid
Shenyang,PM2.5,1/5/2016 8:00,2016,1,5,8,26,g/m,1 Hr,Valid
Shenyang,PM2.5,1/5/2016 9:00,2016,1,5,9,28,g/m,1 Hr,Valid
Shenyang,PM2.5,1/5/2016 10:00,2016,1,5,10,29,g/m,1 Hr,Valid
Shenyang,PM2.5,1/5/2016 11:00,2016,1,5,11,41,g/m,1 Hr,Valid
Shenyang,PM2.5,1/5/2016 12:00,2016,1,5,12,37,g/m,1 Hr,Valid
Shenyang,PM2.5,1/5/2016 13:00,2016,1,5,13,19,g/m,1 Hr,Valid
Shenyang,PM2.5,1/5/2016 14:00,2016,1,5,14,24,g/m,1 Hr,Valid
Shenyang,PM2.5,1/5/2016 15:00,2016,1,5,15,29,g/m,1 Hr,Valid
Shenyang,PM2.5,1/5/2016 16:00,2016,1,5,16,43,g/m,1 Hr,Valid
Shenyang,PM2.5,1/5/2016 17:00,2016,1,5,17,61,g/m,1 Hr,Valid
Shenyang,PM2.5,1/5/2016 18:00,2016,1,5,18,82,g/m,1 Hr,Valid
Shenyang,PM2.5,1/5/2016 19:00,2016,1,5,19,96,g/m,1 Hr,Valid
Shenyang,PM2.5,1/5/2016 20:00,2016,1,5,20,107,g/m,1 Hr,Valid
Shenyang,PM2.5,1/5/2016 21:00,2016,1,5,21,94,g/m,1 Hr,Valid
Shenyang,PM2.5,1/5/2016 22:00,2016,1,5,22,80,g/m,1 Hr,Valid
Shenyang,PM2.5,1/5/2016 23:00,2016,1,5,23,65,g/m,1 Hr,Valid
Shenyang,PM2.5,1/6/2016 0:00,2016,1,6,0,56,g/m,1 Hr,Valid
Shenyang,PM2.5,1/6/2016 1:00,2016,1,6,1,50,g/m,1 Hr,Valid
Shenyang,PM2.5,1/6/2016 2:00,2016,1,6,2,58,g/m,1 Hr,Valid
Shenyang,PM2.5,1/6/2016 3:00,2016,1,6,3,69,g/m,1 Hr,Valid
Shenyang,PM2.5,1/6/2016 4:00,2016,1,6,4,78,g/m,1 Hr,Valid
Shenyang,PM2.5,1/6/2016 5:00,2016,1,6,5,53,g/m,1 Hr,Valid
Shenyang,PM2.5,1/6/2016 6:00,2016,1,6,6,46,g/m,1 Hr,Valid
Shenyang,PM2.5,1/6/2016 7:00,2016,1,6,7,52,g/m,1 Hr,Valid
Shenyang,PM2.5,1/6/2016 8:00,2016,1,6,8,49,g/m,1 Hr,Valid
Shenyang,PM2.5,1/6/2016 9:00,2016,1,6,9,42,g/m,1 Hr,Valid
Shenyang,PM2.5,1/6/2016 10:00,2016,1,6,10,28,g/m,1 Hr,Valid
Shenyang,PM2.5,1/6/2016 11:00,2016,1,6,11,29,g/m,1 Hr,Valid
Shenyang,PM2.5,1/6/2016 12:00,2016,1,6,12,35,g/m,1 Hr,Valid
Shenyang,PM2.5,1/6/2016 13:00,2016,1,6,13,31,g/m,1 Hr,Valid
Shenyang,PM2.5,1/6/2016 14:00,2016,1,6,14,32,g/m,1 Hr,Valid
Shenyang,PM2.5,1/6/2016 15:00,2016,1,6,15,45,g/m,1 Hr,Valid
Shenyang,PM2.5,1/6/2016 16:00,2016,1,6,16,38,g/m,1 Hr,Valid
Shenyang,PM2.5,1/6/2016 17:00,2016,1,6,17,39,g/m,1 Hr,Valid
Shenyang,PM2.5,1/6/2016 18:00,2016,1,6,18,51,g/m,1 Hr,Valid
Shenyang,PM2.5,1/6/2016 19:00,2016,1,6,19,61,g/m,1 Hr,Valid
Shenyang,PM2.5,1/6/2016 20:00,2016,1,6,20,70,g/m,1 Hr,Valid
Shenyang,PM2.5,1/6/2016 21:00,2016,1,6,21,80,g/m,1 Hr,Valid
Shenyang,PM2.5,1/6/2016 22:00,2016,1,6,22,59,g/m,1 Hr,Valid
Shenyang,PM2.5,1/6/2016 23:00,2016,1,6,23,47,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2016 0:00,2016,1,7,0,49,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2016 1:00,2016,1,7,1,79,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2016 2:00,2016,1,7,2,60,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2016 3:00,2016,1,7,3,44,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2016 4:00,2016,1,7,4,35,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2016 5:00,2016,1,7,5,32,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2016 6:00,2016,1,7,6,29,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2016 7:00,2016,1,7,7,28,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2016 8:00,2016,1,7,8,26,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2016 9:00,2016,1,7,9,67,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2016 10:00,2016,1,7,10,66,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2016 11:00,2016,1,7,11,64,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2016 12:00,2016,1,7,12,48,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2016 13:00,2016,1,7,13,39,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2016 14:00,2016,1,7,14,54,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2016 15:00,2016,1,7,15,44,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2016 16:00,2016,1,7,16,81,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2016 17:00,2016,1,7,17,103,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2016 18:00,2016,1,7,18,110,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2016 19:00,2016,1,7,19,144,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2016 20:00,2016,1,7,20,165,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2016 21:00,2016,1,7,21,155,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2016 22:00,2016,1,7,22,118,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2016 23:00,2016,1,7,23,107,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2016 0:00,2016,1,8,0,116,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2016 1:00,2016,1,8,1,123,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2016 2:00,2016,1,8,2,58,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2016 3:00,2016,1,8,3,50,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2016 4:00,2016,1,8,4,40,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2016 5:00,2016,1,8,5,40,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2016 6:00,2016,1,8,6,35,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2016 7:00,2016,1,8,7,39,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2016 8:00,2016,1,8,8,36,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2016 9:00,2016,1,8,9,36,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2016 10:00,2016,1,8,10,41,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2016 11:00,2016,1,8,11,49,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2016 12:00,2016,1,8,12,32,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2016 13:00,2016,1,8,13,43,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2016 14:00,2016,1,8,14,45,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2016 15:00,2016,1,8,15,58,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2016 16:00,2016,1,8,16,58,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2016 17:00,2016,1,8,17,61,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2016 18:00,2016,1,8,18,102,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2016 19:00,2016,1,8,19,89,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2016 20:00,2016,1,8,20,112,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2016 21:00,2016,1,8,21,108,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2016 22:00,2016,1,8,22,125,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2016 23:00,2016,1,8,23,129,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2016 0:00,2016,1,9,0,120,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2016 1:00,2016,1,9,1,114,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2016 2:00,2016,1,9,2,116,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2016 3:00,2016,1,9,3,125,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2016 4:00,2016,1,9,4,124,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2016 5:00,2016,1,9,5,107,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2016 6:00,2016,1,9,6,147,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2016 7:00,2016,1,9,7,205,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2016 8:00,2016,1,9,8,209,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2016 9:00,2016,1,9,9,201,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2016 10:00,2016,1,9,10,213,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2016 11:00,2016,1,9,11,241,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2016 12:00,2016,1,9,12,165,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2016 13:00,2016,1,9,13,123,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2016 14:00,2016,1,9,14,69,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2016 15:00,2016,1,9,15,84,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2016 16:00,2016,1,9,16,96,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2016 17:00,2016,1,9,17,94,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2016 18:00,2016,1,9,18,96,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2016 19:00,2016,1,9,19,62,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2016 20:00,2016,1,9,20,65,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2016 21:00,2016,1,9,21,61,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2016 22:00,2016,1,9,22,84,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2016 23:00,2016,1,9,23,71,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2016 0:00,2016,1,10,0,71,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2016 1:00,2016,1,10,1,55,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2016 2:00,2016,1,10,2,50,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2016 3:00,2016,1,10,3,77,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2016 4:00,2016,1,10,4,49,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2016 5:00,2016,1,10,5,37,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2016 6:00,2016,1,10,6,29,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2016 7:00,2016,1,10,7,33,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2016 8:00,2016,1,10,8,28,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2016 9:00,2016,1,10,9,29,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2016 10:00,2016,1,10,10,42,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2016 11:00,2016,1,10,11,50,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2016 12:00,2016,1,10,12,39,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2016 13:00,2016,1,10,13,33,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2016 14:00,2016,1,10,14,29,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2016 15:00,2016,1,10,15,41,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2016 16:00,2016,1,10,16,31,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2016 17:00,2016,1,10,17,37,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2016 18:00,2016,1,10,18,52,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2016 19:00,2016,1,10,19,76,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2016 20:00,2016,1,10,20,59,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2016 21:00,2016,1,10,21,61,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2016 22:00,2016,1,10,22,89,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2016 23:00,2016,1,10,23,133,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2016 0:00,2016,1,11,0,148,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2016 1:00,2016,1,11,1,169,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2016 2:00,2016,1,11,2,153,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2016 3:00,2016,1,11,3,103,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2016 4:00,2016,1,11,4,64,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2016 5:00,2016,1,11,5,50,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2016 6:00,2016,1,11,6,51,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2016 7:00,2016,1,11,7,42,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2016 8:00,2016,1,11,8,50,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2016 9:00,2016,1,11,9,41,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2016 10:00,2016,1,11,10,35,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2016 11:00,2016,1,11,11,27,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2016 12:00,2016,1,11,12,26,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2016 13:00,2016,1,11,13,36,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2016 14:00,2016,1,11,14,36,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2016 15:00,2016,1,11,15,45,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2016 16:00,2016,1,11,16,44,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2016 17:00,2016,1,11,17,42,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2016 18:00,2016,1,11,18,34,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2016 19:00,2016,1,11,19,38,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2016 20:00,2016,1,11,20,57,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2016 21:00,2016,1,11,21,102,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2016 22:00,2016,1,11,22,67,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2016 23:00,2016,1,11,23,54,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2016 0:00,2016,1,12,0,61,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2016 1:00,2016,1,12,1,79,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2016 2:00,2016,1,12,2,133,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2016 3:00,2016,1,12,3,148,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2016 4:00,2016,1,12,4,148,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2016 5:00,2016,1,12,5,58,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2016 6:00,2016,1,12,6,47,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2016 7:00,2016,1,12,7,196,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2016 8:00,2016,1,12,8,202,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2016 9:00,2016,1,12,9,33,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2016 10:00,2016,1,12,10,45,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2016 11:00,2016,1,12,11,37,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2016 12:00,2016,1,12,12,33,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2016 13:00,2016,1,12,13,44,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2016 14:00,2016,1,12,14,39,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2016 15:00,2016,1,12,15,44,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2016 16:00,2016,1,12,16,52,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2016 17:00,2016,1,12,17,67,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2016 18:00,2016,1,12,18,92,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2016 19:00,2016,1,12,19,106,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2016 20:00,2016,1,12,20,121,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2016 21:00,2016,1,12,21,132,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2016 22:00,2016,1,12,22,131,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2016 23:00,2016,1,12,23,113,g/m,1 Hr,Valid
Shenyang,PM2.5,1/13/2016 0:00,2016,1,13,0,110,g/m,1 Hr,Valid
