GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Under 5 years,Margin of Error; Male: - Under 5 years,Estimate; Male: - 5 to 9 years,Margin of Error; Male: - 5 to 9 years,Estimate; Male: - 10 to 14 years,Margin of Error; Male: - 10 to 14 years,Estimate; Male: - 15 to 17 years,Margin of Error; Male: - 15 to 17 years,Estimate; Male: - 18 and 19 years,Margin of Error; Male: - 18 and 19 years,Estimate; Male: - 20 to 24 years,Margin of Error; Male: - 20 to 24 years,Estimate; Male: - 25 to 29 years,Margin of Error; Male: - 25 to 29 years,Estimate; Male: - 30 to 34 years,Margin of Error; Male: - 30 to 34 years,Estimate; Male: - 35 to 44 years,Margin of Error; Male: - 35 to 44 years,Estimate; Male: - 45 to 54 years,Margin of Error; Male: - 45 to 54 years,Estimate; Male: - 55 to 64 years,Margin of Error; Male: - 55 to 64 years,Estimate; Male: - 65 to 74 years,Margin of Error; Male: - 65 to 74 years,Estimate; Male: - 75 to 84 years,Margin of Error; Male: - 75 to 84 years,Estimate; Male: - 85 years and over,Margin of Error; Male: - 85 years and over,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Under 5 years,Margin of Error; Female: - Under 5 years,Estimate; Female: - 5 to 9 years,Margin of Error; Female: - 5 to 9 years,Estimate; Female: - 10 to 14 years,Margin of Error; Female: - 10 to 14 years,Estimate; Female: - 15 to 17 years,Margin of Error; Female: - 15 to 17 years,Estimate; Female: - 18 and 19 years,Margin of Error; Female: - 18 and 19 years,Estimate; Female: - 20 to 24 years,Margin of Error; Female: - 20 to 24 years,Estimate; Female: - 25 to 29 years,Margin of Error; Female: - 25 to 29 years,Estimate; Female: - 30 to 34 years,Margin of Error; Female: - 30 to 34 years,Estimate; Female: - 35 to 44 years,Margin of Error; Female: - 35 to 44 years,Estimate; Female: - 45 to 54 years,Margin of Error; Female: - 45 to 54 years,Estimate; Female: - 55 to 64 years,Margin of Error; Female: - 55 to 64 years,Estimate; Female: - 65 to 74 years,Margin of Error; Female: - 65 to 74 years,Estimate; Female: - 75 to 84 years,Margin of Error; Female: - 75 to 84 years,Estimate; Female: - 85 years and over,Margin of Error; Female: - 85 years and over
0400000US39,39,Ohio,173463,1566,84008,1002,6333,340,6230,483,4913,491,2966,223,2555,274,5394,394,7951,241,9627,340,15915,364,10157,340,6800,282,3617,248,1332,155,218,113,89455,1016,7143,334,6766,458,4507,447,2919,243,2306,269,5735,338,7895,267,9234,284,16225,414,11613,326,8194,253,4186,233,2100,243,632,154
0400000US40,40,Oklahoma,57788,956,27992,668,2206,206,1735,231,1627,218,1271,168,1285,196,3150,274,2646,240,2753,186,4708,188,3280,208,2041,117,974,115,255,65,61,34,29796,568,1714,188,1653,178,1849,243,1215,197,982,172,2626,213,2906,239,2619,199,4950,230,3971,194,3121,158,1298,92,699,114,193,78
0400000US41,41,Oregon,129932,1703,59917,967,4289,326,3935,330,3933,380,2343,259,1748,147,4870,302,4590,249,5947,293,10956,309,8066,265,4853,161,2612,102,1344,157,431,124,70015,1044,4113,285,4481,436,4093,397,2593,232,1865,196,5514,288,5539,262,6648,264,12589,336,9756,205,6320,190,3689,196,2103,186,712,162
0400000US42,42,Pennsylvania,296150,1634,145088,1051,11761,348,10033,537,9408,570,5605,250,5517,363,11762,414,12816,373,14137,258,25217,442,17893,262,11603,201,6254,169,2619,220,463,173,151062,934,12502,418,10655,411,9524,425,5416,239,5633,383,10582,361,13462,292,14579,268,25183,351,19347,244,13265,244,6593,194,3648,276,673,203
0400000US44,44,Rhode Island,29067,547,14294,321,1128,149,1105,176,1078,223,651,58,658,98,1333,159,1588,182,1250,111,2096,167,1696,131,903,92,582,75,200,44,26,26,14773,391,1062,157,937,150,924,132,764,91,665,110,1472,119,1558,126,1268,109,2211,214,1842,203,1097,94,585,77,285,83,103,75
0400000US45,45,South Carolina,53258,779,24812,678,1779,233,1974,281,1675,283,841,255,916,192,1874,259,2000,215,2395,260,4719,260,2997,332,2000,135,1288,170,296,103,58,57,28446,543,1982,218,2029,251,1788,275,924,202,631,168,1715,232,2408,244,2876,224,5123,294,3799,215,2886,189,1577,210,643,163,65,42
0400000US46,46,South Dakota,6931,334,3253,261,181,67,287,52,346,110,156,37,146,94,446,139,391,126,269,85,405,106,277,94,150,87,101,56,98,90,0,99,3678,299,506,106,287,110,241,119,24,33,184,85,331,87,243,88,259,97,607,138,492,136,395,82,69,45,40,33,0,99
0400000US47,47,Tennessee,82317,1159,40119,706,3094,245,3343,342,2556,377,1703,223,1303,278,2947,309,3132,237,3930,204,7599,302,5165,222,3169,135,1403,154,651,183,124,57,42198,800,3189,251,2940,306,2689,320,1487,184,1142,208,2499,245,3739,226,4075,192,7988,335,5811,238,3864,287,1894,205,695,138,186,84
0400000US48,48,Texas,810844,2790,399291,1694,32945,536,30720,867,28277,893,15509,447,9832,351,26694,606,34103,473,40061,500,73057,595,52249,475,33031,320,15719,273,5798,317,1296,215,411553,1704,32246,568,28817,754,26570,761,13806,364,9074,383,25171,518,35096,355,41195,491,75408,538,56615,439,38303,419,18130,290,8735,411,2387,297
0400000US49,49,Utah,52964,988,24704,628,2040,250,1821,223,1724,245,1142,128,997,184,2451,215,2219,316,2174,188,4285,200,2611,152,1806,105,876,108,428,95,130,89,28260,625,1928,219,1857,244,1678,232,1112,163,938,178,2651,236,2341,143,2952,186,4469,208,3695,193,2543,144,1246,129,630,91,220,78
0400000US50,50,Vermont,6757,231,3043,204,195,65,199,88,217,81,141,67,166,64,427,100,304,94,246,63,483,97,340,93,225,67,85,51,10,18,5,9,3714,184,226,69,257,74,298,88,170,61,211,82,423,112,267,41,353,64,567,110,404,96,326,88,85,46,115,73,12,17
0400000US51,51,Virginia,371788,2033,176982,1399,13996,550,12121,568,10363,630,6639,275,4951,423,13036,511,14749,377,17745,346,32733,466,23313,352,15150,299,8739,250,2831,244,616,150,194806,1147,13281,504,12132,602,10403,587,6066,289,4368,301,12687,419,16386,333,19412,350,36092,519,28288,361,19678,277,10160,274,4756,327,1097,190
0400000US53,53,Washington,424531,2548,197449,1716,13209,578,12634,698,12348,678,7784,368,5112,308,14959,493,18436,404,19539,406,33561,504,25902,420,17837,237,10028,236,4760,251,1340,206,227082,1494,13283,520,12455,639,12533,725,7299,352,5398,331,15153,450,20246,349,21125,404,39601,379,33192,426,22990,278,13271,230,8284,341,2252,257
0400000US54,54,West Virginia,11459,517,5462,406,397,157,336,131,198,87,195,85,188,99,653,134,480,146,466,150,757,168,782,169,513,128,385,112,93,53,19,30,5997,323,371,153,385,143,306,111,86,46,134,77,700,194,460,137,325,94,1025,162,920,167,728,146,418,124,139,82,0,119
0400000US55,55,Wisconsin,115480,1087,57102,760,5729,280,5232,393,5312,411,3555,243,2194,177,6277,345,5219,229,5079,197,8459,268,5150,236,2886,143,1314,103,547,109,149,68,58378,706,5563,277,5181,331,5309,361,3182,203,2392,231,6271,295,4926,270,4888,208,8899,295,5310,243,3502,218,1749,157,857,180,349,98
0400000US56,56,Wyoming,3830,277,1692,263,88,50,205,104,212,125,67,51,82,63,188,88,147,95,144,82,233,122,75,53,144,64,77,50,25,32,5,9,2138,215,204,95,30,24,114,54,69,54,136,68,191,88,162,96,146,67,334,116,356,124,201,80,130,66,53,47,12,20
0400000US72,72,Puerto Rico,12085,1170,4302,516,228,100,231,119,152,85,233,93,33,37,373,139,369,148,279,127,849,204,637,160,394,134,227,93,226,82,71,55,7783,834,482,177,603,215,644,191,480,142,273,116,403,157,828,224,527,178,1140,313,981,215,715,146,450,125,153,82,104,56
